state,county,lat,lon,pop
Alabama,Sumter County,32.5974811,-88.2000571,12345
Alabama,Talladega County,33.3693135,-86.1759302,82149
Alabama,Tallapoosa County,32.8633076,-85.7996176,41311
Alabama,Tuscaloosa County,33.2902197,-87.5227834,227036
Alabama,Walker County,33.7915581,-87.3010936,65342
Alabama,Washington County,31.4085035,-88.2124041,15388
Alabama,Wilcox County,31.9900824,-87.3049349,10600
Alabama,Winston County,34.1545665,-87.3653458,23540
Arkansas,Arkansas County,34.2895697,-91.3765466,17149
Arkansas,Ashley County,33.1908354,-91.7722672,19062
Arkansas,Baxter County,36.2802684,-92.3299488,41627
Arkansas,Benton County,36.3378189,-94.2562984,284333
Arkansas,Boone County,36.3042991,-93.0792364,37373
Arkansas,Bradley County,33.4665491,-92.1691559,10545
Arkansas,Calhoun County,33.5604604,-92.513879,4739
Arkansas,Carroll County,36.3373704,-93.5409718,28260
Arkansas,Chicot County,33.2671393,-91.2971578,10208
Arkansas,Clark County,34.0533162,-93.1762085,21446
Arkansas,Clay County,36.3673021,-90.4187041,14552
Arkansas,Cleburne County,35.5663146,-92.0599504,24711
Arkansas,Cleveland County,33.8932006,-92.1887141,7550
Arkansas,Columbia County,33.2230377,-93.2328433,22801
Arkansas,Conway County,35.265702,-92.6892479,20715
Arkansas,Craighead County,35.8277285,-90.6314213,111231
Arkansas,Crawford County,35.5830114,-94.2362187,60133
Arkansas,Crittenden County,35.1975594,-90.3051195,48163
Arkansas,Cross County,35.2856921,-90.7639835,16833
Arkansas,Dallas County,33.9678233,-92.6539989,6482
Arkansas,Desha County,33.8287519,-91.2441034,11395
Arkansas,Drew County,33.5872418,-91.7227781,17350
Arkansas,Faulkner County,35.1465478,-92.3369277,123498
Arkansas,Franklin County,35.5085579,-93.8876647,17097
Arkansas,Fulton County,36.3813225,-91.8192849,12075
Arkansas,Garland County,34.5788522,-93.1469323,100180
Arkansas,Grant County,34.2855683,-92.4229794,17958
Arkansas,Greene County,36.1206072,-90.5663459,45736
Arkansas,Hempstead County,33.735953,-93.6643553,20065
Arkansas,Hot Spring County,34.3151767,-92.9441474,33040
Arkansas,Howard County,34.0830639,-93.9909315,12785
Arkansas,Independence County,35.7374992,-91.5599423,37938
Arkansas,Izard County,36.0948792,-91.9136252,13577
Arkansas,Jackson County,35.5964674,-91.2232051,16755
Arkansas,Jefferson County,34.277239,-91.929673,67260
Arkansas,Johnson County,35.5733586,-93.4663223,25749
Arkansas,Lafayette County,33.2406294,-93.611514,6308
Arkansas,Lawrence County,36.0410983,-91.1011529,16216
Arkansas,Lee County,34.7795048,-90.7797172,8600
Arkansas,Lincoln County,33.9563846,-91.742355,12941
Arkansas,Little River County,33.7019411,-94.2362871,12026
Arkansas,Logan County,35.2186538,-93.7209102,21131
Arkansas,Lonoke County,34.7551137,-91.894132,74015
Arkansas,Madison County,36.0125452,-93.7240531,16521
Arkansas,Marion County,36.2666636,-92.6785765,16826
Arkansas,Miller County,33.3055054,-93.9015018,42600
Arkansas,Mississippi County,35.7669437,-90.0522072,40685
Arkansas,Monroe County,34.6795117,-91.2033099,6799
Arkansas,Montgomery County,34.5456557,-93.664153,8484
Arkansas,Nevada County,33.6666991,-93.3050716,8310
Arkansas,Newton County,35.9107423,-93.2158984,7225
Arkansas,Ouachita County,33.5911684,-92.8784131,22650
Arkansas,Perry County,34.9463629,-92.9268773,10019
Arkansas,Phillips County,34.4236874,-90.8555931,16568
Arkansas,Pike County,34.1581907,-93.6586589,10171
Arkansas,Poinsett County,35.5688702,-90.6811037,22965
Arkansas,Polk County,34.4909149,-94.2308841,19221
Arkansas,Pope County,35.456557,-93.0268181,63381
Arkansas,Prairie County,34.8311162,-91.5536205,8282
Arkansas,Pulaski County,34.7703106,-92.312996,399125
Arkansas,Randolph County,36.3412985,-91.0284409,18571
Arkansas,St. Francis County,35.0228383,-90.7515058,23090
Arkansas,Saline County,34.6485246,-92.674463,123416
Arkansas,Scott County,34.8588693,-94.0636413,9836
Arkansas,Searcy County,35.8963868,-92.6958884,7828
Arkansas,Sebastian County,35.1969808,-94.2749889,127799
Arkansas,Sevier County,33.9948773,-94.2432792,15839
Arkansas,Sharp County,36.1733989,-91.4710689,17271
Arkansas,Stone County,35.8570011,-92.1404819,12359
Arkansas,Union County,33.1682186,-92.5981447,39054
Arkansas,Van Buren County,35.5829532,-92.5159757,15796
Arkansas,Washington County,35.978001,-94.2172695,245871
Arkansas,White County,35.2551175,-91.7530339,76822
Arkansas,Woodruff County,35.1927768,-91.2445353,6269
Arkansas,Yell County,34.9977133,-93.4083032,20263
Florida,Alachua County,29.6757403,-82.357221,278468
Florida,Baker County,30.3244416,-82.3022838,28259
Florida,Bay County,30.1591402,-85.5343954,175216
Florida,Bradford County,29.9523863,-82.1666983,28303
Florida,Brevard County,28.2983112,-80.7003334,606612
Florida,Broward County,26.1935353,-80.4766834,1944375
Florida,Calhoun County,30.3888013,-85.1979155,13648
Florida,Charlotte County,26.9063964,-82.0036572,186847
Florida,Citrus County,28.8502922,-82.5955524,153843
Florida,Clay County,29.9865835,-81.8650364,218245
Florida,Collier County,26.118786,-81.4009553,375752
Florida,Columbia County,30.2216509,-82.6233712,69698
Florida,DeSoto County,27.1905809,-81.8062531,33976
Florida,Dixie County,29.5526748,-83.2362319,16759
Florida,Duval County,30.3352449,-81.6481132,995567
Florida,Escambia County,30.5299979,-87.3203222,321905
Florida,Flagler County,29.4748909,-81.2862532,115378
Florida,Franklin County,29.6777939,-84.8152135,12451
Florida,Gadsden County,30.5786866,-84.6126072,43826
Florida,Gilchrist County,29.7234556,-82.7958011,17864
Florida,Glades County,26.9548102,-81.1908197,12126
Florida,Gulf County,29.8592383,-85.2720125,14192
Florida,Hamilton County,30.4911868,-82.9510714,14004
Florida,Hardee County,27.4928458,-81.8215798,25327
Florida,Hendry County,26.539967,-81.1521142,39619
Florida,Hernando County,28.5559951,-82.5259685,194515
Florida,Highlands County,27.3410799,-81.3423534,101235
Florida,Hillsborough County,27.8876095,-82.3744173,1459762
Florida,Holmes County,30.8620072,-85.8159385,19653
Florida,Indian River County,27.7005283,-80.5747894,159788
Florida,Jackson County,30.7892485,-85.2088141,47319
Florida,Jefferson County,30.396898,-83.9217606,14510
Florida,Lafayette County,29.9900661,-83.1785097,8226
Florida,Lake County,28.7641128,-81.7122822,383956
Florida,Lee County,26.5632731,-81.9841817,760822
Florida,Leon County,30.4593104,-84.2778004,292198
Florida,Levy County,29.2718541,-82.831233,42915
Florida,Liberty County,30.2598494,-84.8685805,7974
Florida,Madison County,30.4472325,-83.4704159,17968
Florida,Manatee County,27.4755558,-82.3931438,399710
Florida,Marion County,29.2028047,-82.0431004,375908
Florida,Martin County,27.0836036,-80.3982011,158431
Florida,Miami-Dade County,25.6160085,-80.5037495,2701767
Florida,Monroe County,25.5861198,-81.0226025,82874
Florida,Nassau County,30.6059629,-81.7650867,90352
Florida,Okaloosa County,30.6143245,-86.5910804,211668
Florida,Okeechobee County,27.3855924,-80.8873884,39644
Florida,Orange County,28.5143906,-81.3232839,1429908
Florida,Osceola County,28.0590267,-81.1393116,388656
Florida,Palm Beach County,26.6491257,-80.4483542,1492191
Florida,Pasco County,28.3098227,-82.5110062,561891
Florida,Pinellas County,27.9053425,-82.7980663,959107
Florida,Polk County,27.9536488,-81.6935336,725046
Florida,Putnam County,29.5938964,-81.7320389,73321
Florida,St. Johns County,29.8904875,-81.4000404,273425
Florida,St. Lucie County,27.3798137,-80.4435357,329226
Florida,Santa Rosa County,30.6753483,-87.0189188,188000
Florida,Sarasota County,27.2253265,-82.4237137,434006
Florida,Seminole County,28.6900648,-81.1319751,470856
Florida,Sumter County,28.7154442,-82.0699524,129752
Florida,Suwannee County,30.1892438,-82.9927542,43474
Florida,Taylor County,29.967146,-83.6395729,21796
Florida,Union County,30.0542796,-82.366918,16147
Florida,Volusia County,29.057769,-81.161792,553543
Florida,Wakulla County,30.0913354,-84.3591114,33764
Florida,Walton County,30.5712465,-86.162798,75305
Florida,Washington County,30.6021017,-85.6558052,25318
Georgia,Appling County,31.739712,-82.2901025,18444
Georgia,Atkinson County,31.2968056,-82.8781511,8286
Georgia,Bacon County,31.5502095,-82.4514325,11140
Georgia,Baker County,31.3195798,-84.4548812,2876
Georgia,Baldwin County,33.0594897,-83.2554566,43799
Georgia,Banks County,34.3519216,-83.4984409,18035
Georgia,Barrow County,33.9920094,-83.7123025,83505
Georgia,Bartow County,34.2409175,-84.8381879,108901
Georgia,Ben Hill County,31.7407715,-83.147197,17194
Georgia,Berrien County,31.2886522,-83.2278695,18160
Georgia,Bibb County,32.8088446,-83.6941941,157346
Georgia,Bleckley County,32.4354034,-83.3317174,12583
Georgia,Brantley County,31.1973339,-81.9829779,18021
Georgia,Brooks County,30.8229337,-83.5819054,16301
Georgia,Bryan County,32.0179692,-81.4385431,44738
Georgia,Bulloch County,32.3944811,-81.7416185,81099
Georgia,Burke County,33.0601805,-82.0001638,24596
Georgia,Butts County,33.2903551,-83.9582206,25434
Georgia,Calhoun County,31.521279,-84.6262895,5573
Georgia,Camden County,30.913358,-81.6420193,54768
Georgia,Candler County,32.4039497,-82.0712656,10981
Georgia,Carroll County,33.5822366,-85.0805272,119148
Georgia,Catoosa County,34.9002118,-85.1393851,67872
Georgia,Charlton County,30.7799036,-82.1396442,12518
Georgia,Chatham County,31.9804037,-81.085184,295291
Georgia,Chattahoochee County,32.3474454,-84.7880206,9565
Georgia,Chattooga County,34.4741785,-85.3452894,24965
Georgia,Cherokee County,34.2443166,-84.4750574,266620
Georgia,Clarke County,33.9521852,-83.3671522,128671
Georgia,Clay County,31.6198309,-84.9925826,2848
Georgia,Clayton County,33.5426863,-84.3555727,297595
Georgia,Clinch County,30.9176531,-82.7026143,6749
Georgia,Cobb County,33.9399286,-84.5741213,766149
Georgia,Coffee County,31.5492452,-82.8449401,43092
Georgia,Colquitt County,31.1897075,-83.769773,45898
Georgia,Columbia County,33.5520746,-82.2496077,156010
Georgia,Cook County,31.1525157,-83.4294448,17229
Georgia,Coweta County,33.3528965,-84.7621381,146158
Georgia,Crawford County,32.7094283,-83.9791874,12130
Georgia,Crisp County,31.9202675,-83.7565301,20128
Georgia,Dade County,34.8524237,-85.5062006,16251
Georgia,Dawson County,34.4426077,-84.1732611,26798
Georgia,Decatur County,30.8806431,-84.5838902,29367
Georgia,DeKalb County,33.7706611,-84.2263432,764382
Georgia,Dodge County,32.164369,-83.1678658,19925
Georgia,Dooly County,32.1519954,-83.807167,11208
Georgia,Dougherty County,31.5325876,-84.20904,85790
Georgia,Douglas County,33.7012421,-84.7673139,144237
Georgia,Early County,31.3241906,-84.9067225,10854
Georgia,Echols County,30.7140081,-82.8973758,3697
Georgia,Effingham County,32.361688,-81.3433553,64769
Georgia,Elbert County,34.116413,-82.8419087,19637
Georgia,Emanuel County,32.5910995,-82.2997628,22768
Georgia,Evans County,32.1530834,-81.890153,10774
Georgia,Fannin County,34.8665427,-84.3173308,25319
Georgia,Fayette County,33.4127172,-84.4939407,119194
Georgia,Floyd County,34.2636918,-85.2136851,98584
Georgia,Forsyth County,34.225143,-84.1274075,251283
Georgia,Franklin County,34.3752657,-83.2275325,23424
Georgia,Fulton County,33.7900338,-84.4681816,1066710
Georgia,Gilmer County,34.6905055,-84.4546244,31353
Georgia,Glascock County,33.2274908,-82.6069126,2884
Georgia,Glynn County,31.2127098,-81.4964503,84499
Georgia,Gordon County,34.5096669,-84.8738622,57544
Georgia,Grady County,30.8759076,-84.2450803,26236
Georgia,Greene County,33.5767036,-83.1666253,18915
Georgia,Gwinnett County,33.9587564,-84.0257351,957062
Georgia,Habersham County,34.6343924,-83.5258749,46031
Georgia,Hall County,34.3175689,-83.8184997,203136
Georgia,Hancock County,33.2692195,-83.0004653,8735
Georgia,Haralson County,33.7951646,-85.2200629,29919
Georgia,Harris County,32.7315494,-84.912432,34668
Georgia,Hart County,34.3487328,-82.96329,25828
Georgia,Heard County,33.2913469,-85.1378862,11412
Georgia,Henry County,33.4529466,-84.1540207,240712
Georgia,Houston County,32.4582875,-83.6625217,163633
Georgia,Irwin County,31.6043062,-83.2770374,9666
Georgia,Jackson County,34.1309052,-83.5625568,75907
Georgia,Jasper County,33.3169807,-83.6891515,14588
Georgia,Jeff Davis County,31.8116153,-82.6368248,14779
Georgia,Jefferson County,33.0581756,-82.4200036,15709
Georgia,Jenkins County,32.7945631,-81.9715244,8674
Georgia,Johnson County,32.6945842,-82.6639696,9189
Georgia,Jones County,33.0216636,-83.5621958,28347
Georgia,Lamar County,33.0744405,-84.1466893,18500
Georgia,Lanier County,31.0381973,-83.0631635,9877
Georgia,Laurens County,32.3932197,-82.9263171,49570
Georgia,Lee County,31.8184185,-84.1466814,33163
Georgia,Liberty County,31.8074582,-81.4578709,65256
Georgia,Lincoln County,33.7921507,-82.4482992,7690
Georgia,Long County,31.7495633,-81.7428697,16168
Georgia,Lowndes County,30.833145,-83.2689952,118251
Georgia,Lumpkin County,34.5681403,-83.9989251,33488
Georgia,McDuffie County,33.4806126,-82.4795333,21632
Georgia,McIntosh County,31.485629,-81.3721413,10975
Georgia,Macon County,32.3626859,-84.0512306,12082
Georgia,Madison County,34.1285257,-83.2037373,30120
Georgia,Marion County,32.3593118,-84.5287354,7498
Georgia,Meriwether County,33.0292666,-84.6670579,20613
Georgia,Miller County,31.1629309,-84.7303983,6000
Georgia,Mitchell County,31.228997,-84.192038,21755
Georgia,Monroe County,33.0174037,-83.9228373,27957
Georgia,Montgomery County,32.1721081,-82.5333487,8610
Georgia,Morgan County,33.5986957,-83.4994346,20097
Georgia,Murray County,34.7970974,-84.7379899,39973
Georgia,Muscogee County,32.510197,-84.874946,206922
Georgia,Newton County,33.5527507,-83.8513597,112483
Georgia,Oconee County,33.8341247,-83.4377284,41799
Georgia,Oglethorpe County,33.8668062,-83.0740805,14825
Georgia,Paulding County,33.9210299,-84.8671693,168661
Georgia,Peach County,32.5713241,-83.8319779,27981
Georgia,Pickens County,34.4567464,-84.4903508,33216
Georgia,Pierce County,31.353998,-82.2103703,19716
Georgia,Pike County,33.0811487,-84.3894621,18889
Georgia,Polk County,33.9960153,-85.1883384,42853
Georgia,Pulaski County,32.2388026,-83.4818454,9855
Georgia,Putnam County,33.3210605,-83.3717898,22047
Georgia,Quitman County,31.8629381,-85.0047978,2235
Georgia,Rabun County,34.8839345,-83.4048701,16883
Georgia,Randolph County,31.762651,-84.7523108,6425
Georgia,Richmond County,33.3614863,-82.0749982,206607
Georgia,Rockdale County,33.6520811,-84.0263696,93570
Georgia,Schley County,32.2634439,-84.3227083,4547
Georgia,Screven County,32.7447512,-81.6175849,14067
Georgia,Seminole County,30.9339599,-84.8676853,9147
Georgia,Spalding County,33.2623481,-84.2849046,67306
Georgia,Stephens County,34.5535825,-83.2905877,26784
Georgia,Stewart County,32.073225,-84.8349117,5314
Georgia,Sumter County,32.0422659,-84.2042935,29616
Georgia,Talbot County,32.7046026,-84.5300288,5733
Georgia,Taliaferro County,33.559319,-82.8752721,1559
Georgia,Tattnall County,32.0437683,-82.0592081,22842
Georgia,Taylor County,32.5546668,-84.2514261,7816
Georgia,Telfair County,31.9136406,-82.9310634,12477
Georgia,Terrell County,31.7771909,-84.4394464,9185
Georgia,Thomas County,30.8646195,-83.9198155,45798
Georgia,Tift County,31.4570027,-83.5259307,41344
Georgia,Toombs County,32.1177534,-82.3305967,27030
Georgia,Towns County,34.9025294,-83.7322645,12493
Georgia,Treutlen County,32.4095857,-82.5708819,6406
Georgia,Troup County,33.034482,-85.02836,69426
Georgia,Turner County,31.7248005,-83.6203195,9006
Georgia,Twiggs County,32.6658469,-83.4258792,8022
Georgia,Union County,34.833333,-83.9892568,24632
Georgia,Upson County,32.8818367,-84.2922831,27700
Georgia,Walker County,34.735802,-85.3054565,67654
Georgia,Walton County,33.7838866,-83.731829,96673
Georgia,Ware County,31.050881,-82.4215072,36251
Georgia,Warren County,33.4191691,-82.6880123,5215
Georgia,Washington County,32.9718435,-82.7981123,19988
Georgia,Wayne County,31.5478449,-81.9123763,30144
Georgia,Webster County,32.0466911,-84.5538279,2348
Georgia,Wheeler County,32.105258,-82.7338492,7471
Georgia,White County,34.6441817,-83.7430004,28003
Georgia,Whitfield County,34.8017261,-84.968541,102864
Georgia,Wilcox County,31.9627199,-83.4382586,8766
Georgia,Wilkes County,33.7790312,-82.7479211,9565
Georgia,Wilkinson County,32.8042663,-83.1755122,8877
Georgia,Worth County,31.5517733,-83.8499598,20784
Louisiana,Acadia Parish,30.291497,-92.4110366,57576
Louisiana,Allen Parish,30.6527435,-92.8196052,22750
Louisiana,Ascension Parish,30.2064437,-90.9125023,126500
Louisiana,Assumption Parish,29.9032998,-91.0652194,21039
Louisiana,Avoyelles Parish,31.088503,-91.9832748,39693
Louisiana,Beauregard Parish,30.6450184,-93.3402526,36549
Louisiana,Bienville Parish,32.3409517,-93.0411511,12981
Louisiana,Bossier Parish,32.6984813,-93.6265609,128746
Louisiana,Caddo Parish,32.5801062,-93.8849698,237848
Louisiana,Calcasieu Parish,30.2295588,-93.3580154,216785
Louisiana,Caldwell Parish,32.1012195,-92.1142311,9645
Louisiana,Cameron Parish,29.871812,-93.1649478,5617
Louisiana,Catahoula Parish,31.666517,-91.846703,8906
Louisiana,Claiborne Parish,32.8271597,-92.9897278,14170
Louisiana,Concordia Parish,31.4698053,-91.626315,18687
Louisiana,De Soto Parish,32.0592476,-93.7407968,26812
Louisiana,East Baton Rouge Parish,30.5439297,-91.093131,456781
Louisiana,East Carroll Parish,32.7301699,-91.2341409,7459
Louisiana,East Feliciana Parish,30.8397837,-91.0434338,19539
Louisiana,Evangeline Parish,30.7206932,-92.4040858,32350
Louisiana,Franklin Parish,32.1390764,-91.6723711,19774
Louisiana,Grant Parish,31.5977873,-92.5617156,22169
Louisiana,Iberia Parish,29.6060126,-91.8427057,69929
Louisiana,Iberville Parish,30.2706526,-91.3658718,30241
Louisiana,Jackson Parish,32.3042901,-92.5616997,15031
Louisiana,Jefferson Parish,29.5033,-90.036231,440781
Louisiana,Jefferson Davis Parish,30.2695293,-92.8162205,32250
Louisiana,Lafayette Parish,30.2065065,-92.06417,241753
Louisiana,Lafourche Parish,29.4919925,-90.394849,97557
Louisiana,LaSalle Parish,31.6800826,-92.1615956,14791
Louisiana,Lincoln Parish,32.6018231,-92.6623026,48396
Louisiana,Livingston Parish,30.4404194,-90.7274738,142282
Louisiana,Madison Parish,32.3468782,-91.2319321,10017
Louisiana,Morehouse Parish,32.8200082,-91.8003988,25629
Louisiana,Natchitoches Parish,31.7325086,-93.0825461,37515
Louisiana,Orleans Parish,30.0534195,-89.9345018,383997
Louisiana,Ouachita Parish,32.480932,-92.1515814,160368
Louisiana,Plaquemines Parish,29.282447,-89.5760676,23515
Louisiana,Pointe Coupee Parish,30.708319,-91.6046207,20758
Louisiana,Rapides Parish,31.1932037,-92.5359531,130023
Louisiana,Red River Parish,32.1012125,-93.3490504,7620
Louisiana,Richland Parish,32.413158,-91.7483534,20043
Louisiana,Sabine Parish,31.5604024,-93.5595793,22155
Louisiana,St. Bernard Parish,29.9181102,-89.2634941,43764
Louisiana,St. Charles Parish,29.9057222,-90.3578553,52549
Louisiana,St. Helena Parish,30.8225386,-90.7083074,10920
Louisiana,St. James Parish,30.0247772,-90.7939562,20192
Louisiana,St. John the Baptist Parish,30.1440682,-90.4909596,42477
Louisiana,St. Landry Parish,30.5834409,-91.9892745,82540
Louisiana,St. Martin Parish,30.1214329,-91.6114814,51767
Louisiana,St. Mary Parish,29.6293488,-91.4638037,49406
Louisiana,St. Tammany Parish,30.4100224,-89.9519622,264570
Louisiana,Tangipahoa Parish,30.6213483,-90.4064899,133157
Louisiana,Tensas Parish,32.0014894,-91.342576,4147
Louisiana,Terrebonne Parish,29.3341299,-90.8436739,109580
Louisiana,Union Parish,32.8293486,-92.3756501,21107
Louisiana,Vermilion Parish,29.7897222,-92.2915678,57359
Louisiana,Vernon Parish,31.1028407,-93.18833,48750
Louisiana,Washington Parish,30.8521435,-90.0462534,45463
Louisiana,Webster Parish,32.7321522,-93.3398245,36967
Louisiana,West Baton Rouge Parish,30.4640516,-91.309808,27199
Louisiana,West Carroll Parish,32.7924797,-91.4519982,9751
Louisiana,West Feliciana Parish,30.8733639,-91.421776,15310
Louisiana,Winn Parish,31.9411871,-92.6412694,13755
Mississippi,Adams County,31.4862243,-91.3517966,29538
Mississippi,Alcorn County,34.8865689,-88.5811091,34740
Mississippi,Amite County,31.2039333,-90.7955421,12720
Mississippi,Attala County,33.0904678,-89.5886219,17889
Mississippi,Benton County,34.8095927,-89.200213,7646
Mississippi,Bolivar County,33.7991391,-90.8841199,30985
Mississippi,Calhoun County,33.9366339,-89.3371142,13266
Mississippi,Carroll County,33.4407948,-89.918887,9998
Mississippi,Chickasaw County,33.9332767,-88.9475579,17106
Mississippi,Choctaw County,33.3459638,-89.2513319,8246
Mississippi,Claiborne County,31.9728096,-90.9154239,9135
Mississippi,Clarke County,32.0453738,-88.6879756,15615
Mississippi,Clay County,33.65967,-88.782468,18636
Mississippi,Coahoma County,34.2303156,-90.6040104,21390
Mississippi,Copiah County,31.8669151,-90.4487578,28368
Mississippi,Covington County,31.633331,-89.5488968,18340
Mississippi,DeSoto County,34.8749217,-89.9912114,185314
Mississippi,Forrest County,31.1885802,-89.2594467,78158
Mississippi,Franklin County,31.4777726,-90.8954573,7675
Mississippi,George County,30.8554305,-88.6422679,24350
Mississippi,Greene County,31.2128455,-88.6348108,13530
Mississippi,Grenada County,33.770031,-89.8027405,21629
Mississippi,Hancock County,30.3916415,-89.4827905,46053
Mississippi,Harrison County,30.4165357,-89.0833762,208621
Mississippi,Hinds County,32.2677879,-90.4660171,227742
Mississippi,Holmes County,33.1259415,-90.0911968,17000
Mississippi,Humphreys County,33.1309962,-90.5234209,7785
Mississippi,Issaquena County,32.7555393,-91.0035351,1338
Mississippi,Itawamba County,34.2810747,-88.3631269,23863
Mississippi,Jackson County,30.4560045,-88.6251005,143252
Mississippi,Jasper County,32.0167482,-89.1191761,16367
Mississippi,Jefferson County,31.7336333,-91.0438779,7260
Mississippi,Jefferson Davis County,31.5648075,-89.8270863,11321
Mississippi,Jones County,31.6166011,-89.1685317,67246
Mississippi,Kemper County,32.7501361,-88.6256306,8988
Mississippi,Lafayette County,34.353078,-89.4853847,55813
Mississippi,Lamar County,31.1975865,-89.5063691,64222
Mississippi,Lauderdale County,32.4039981,-88.6604487,72984
Mississippi,Lawrence County,31.5500087,-90.1075299,12016
Mississippi,Leake County,32.7606302,-89.5222495,21275
Mississippi,Lee County,34.2923703,-88.6824388,83343
Mississippi,Leflore County,33.5497896,-90.2949343,28339
Mississippi,Lincoln County,31.5352155,-90.4535663,34907
Mississippi,Lowndes County,33.4714237,-88.4397227,58879
Mississippi,Madison County,32.6343703,-90.0341603,109145
Mississippi,Marion County,31.2301672,-89.821712,24441
Mississippi,Marshall County,34.7661897,-89.504231,33752
Mississippi,Monroe County,33.8900295,-88.4850379,34180
Mississippi,Montgomery County,33.5007144,-89.6396251,9822
Mississippi,Neshoba County,32.752518,-89.1192743,29087
Mississippi,Newton County,32.4019702,-89.1184115,21291
Mississippi,Noxubee County,33.106606,-88.5661522,10285
Mississippi,Oktibbeha County,33.4223134,-88.8761514,51788
Mississippi,Panola County,34.3652052,-89.9630654,33208
Mississippi,Pearl River County,30.7747929,-89.5869043,56145
Mississippi,Perry County,31.1693073,-88.9887554,11511
Mississippi,Pike County,31.1775159,-90.3977254,40324
Mississippi,Pontotoc County,34.2270808,-89.0372387,31184
Mississippi,Prentiss County,34.6205664,-88.5221836,25008
Mississippi,Quitman County,34.2528327,-90.2901707,6176
Mississippi,Rankin County,32.2671233,-89.946063,157031
Mississippi,Scott County,32.4119595,-89.5334861,27990
Mississippi,Sharkey County,32.8923946,-90.8276129,3800
Mississippi,Simpson County,31.9025047,-89.9177086,25949
Mississippi,Smith County,32.019029,-89.4948763,14209
Mississippi,Stone County,30.790184,-89.112297,18333
Mississippi,Sunflower County,33.6055289,-90.5950901,25971
Mississippi,Tallahatchie County,33.9545292,-90.1722434,12715
Mississippi,Tate County,34.6495527,-89.9431054,28064
Mississippi,Tippah County,34.7636183,-88.9188185,21815
Mississippi,Tishomingo County,34.7388349,-88.2348272,18850
Mississippi,Tunica County,34.6522011,-90.3717697,9782
Mississippi,Union County,34.4895325,-89.0023393,27777
Mississippi,Walthall County,31.164492,-90.1034306,13884
Mississippi,Warren County,32.3560946,-90.8523838,44722
Mississippi,Washington County,33.273174,-90.9444459,44922
